ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1
,variation,100025361-Caja,MEPROGAL 15MG/1.5 ML 3 AMPOLLAS IC MQ - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,33000.00,,,,,,,100025361,,,,,,1,Presentacion,Caja,,
,variation,100025361-Unidad,MEPROGAL 15MG/1.5 ML 3 AMPOLLAS IC MQ - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,12900.00,,,,,,,100025361,,,,,,1,Presentacion,Unidad,,
,simple,C100014554,AMLODIPINO 5 MG X 30 TAB ,1,,visible,,,,,,,1,7,,,,,,,,,,,12800.00,,,,,,,,,,,,,,,,,
,simple,7702184030394,COMPLEJO B 2 ML 25 AMPOLLAS ECAR,1,,visible,,,,,,,1,12,,,,,,,,,,,7500.00,,,,,,,,,,,,,,,,,
,variable,100001858,SUERO GERCO RHIFISOL 12X14,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100001858-Caja,SUERO GERCO RHIFISOL 12X14 - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,21900.00,,,,,,,100001858,,,,,,1,Presentacion,Caja,,
,variation,100001858-Unidad,SUERO GERCO RHIFISOL 12X14 - Unidad,1,,visible,,,,,,,1,5,,,,,,,,,,,1900.00,,,,,,,100001858,,,,,,1,Presentacion,Unidad,,
,simple,G100001858,SUERO GERCO RHIFISOL 12X14,1,,visible,,,,,,,1,5,,,,,,,,,,,1300.00,,,,,,,,,,,,,,,,,
,simple,24011,KINDER BUENO X 3 UND,1,,visible,,,,,,,1,2,,,,,,,,,,,4500.00,,,,,,,,,,,,,,,,,
,simple,100010984,CETIRIZINA 10 MG 10 TABLETAS AG,1,,visible,,,,,,,1,12,,,,,,,,,,,4800.00,,,,,,,,,,,,,,,,,
,simple,100014147,PAROXETINA 20 MG 30 TABLETAS EC,1,,visible,,,,,,,1,1,,,,,,,,,,,34000.00,,,,,,,,,,,,,,,,,
,simple,7509546651019,CRE LUMINOUS WHITE CARBON ,1,,visible,,,,,,,1,6,,,,,,,,,,,11900.00,,,,,,,,,,,,,,,,,
,variable,770014811,TRATAM.NUTRIBELA NUT.27ML 12,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,770014811-Caja,TRATAM.NUTRIBELA NUT.27ML 12 - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,12000.00,,,,,,,770014811,,,,,,1,Presentacion,Caja,,
,variation,770014811-Unidad,TRATAM.NUTRIBELA NUT.27ML 12 - Unidad,1,,visible,,,,,,,1,11,,,,,,,,,,,1000.00,,,,,,,770014811,,,,,,1,Presentacion,Unidad,,
,simple,100024089,BRONQUISAN BOMBONERA 60 SBS 4 TBS,1,,visible,,,,,,,1,27,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,simple,100013821,BETAMETASONA 0.05% CREMA 20 GR MK,1,,visible,,,,,,,1,13,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,100022707,IPRASYNT 20 MCG INHALADOR 200 DOSIS,1,,visible,,,,,,,1,3,,,,,,,,,,,24800.00,,,,,,,,,,,,,,,,,
,simple,100003893,ENALAPRIL 5 MG 30 TABLETAS AG,1,,visible,,,,,,,1,8,,,,,,,,,,,4900.00,,,,,,,,,,,,,,,,,
,simple,C100003893,ENALAPRIL 5 MG 30 TABLETAS AG,1,,visible,,,,,,,1,5,,,,,,,,,,,5800.00,,,,,,,,,,,,,,,,,
,variable,100014221,ESOMEPRAZOL 20 MG 30 TABLETAS PC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100014221-Caja,ESOMEPRAZOL 20 MG 30 TABLETAS PC - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,27900.00,,,,,,,100014221,,,,,,1,Presentacion,Caja,,
,variation,100014221-Blister,ESOMEPRAZOL 20 MG 30 TABLETAS PC - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,10900.00,,,,,,,100014221,,,,,,1,Presentacion,Blister,,
,simple,35,MR TEA 300 ML ,1,,visible,,,,,,,1,5,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,7707200908978,ALCOHOL ANTISEP.ALCOPY 130 ML SPRAY,1,,visible,,,,,,,1,26,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,simple,200020900,INHALO CAMARA ICOM ADULTO,1,,visible,,,,,,,1,1,,,,,,,,,,,20900.00,,,,,,,,,,,,,,,,,
,simple,C200020900,INHALO CAMARA ICOM ADULTO,1,,visible,,,,,,,1,1,,,,,,,,,,,16900.00,,,,,,,,,,,,,,,,,
,simple,G200020900,INHALO CAMARA ICOM ADULTO,1,,visible,,,,,,,1,2,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,simple,200001946,TOA.TENA MUJER MEDIUM 10 UDS R4750,1,,visible,,,,,,,1,6,,,,,,,,,,,7500.00,,,,,,,,,,,,,,,,,
,simple,G200001946,TOA.TENA MUJER MEDIUM 10 UDS R4750,1,,visible,,,,,,,1,1,,,,,,,,,,,8200.00,,,,,,,,,,,,,,,,,
,simple,200027504,CREMA DEN.SENSODYNE REPARA Y PRO.100 GR,1,,visible,,,,,,,1,3,,,,,,,,,,,23800.00,,,,,,,,,,,,,,,,,
,simple,200003781,LISTERINE CONTROL CALCULO 180 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,G200003781,LISTERINE CONTROL CALCULO 180 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,simple,100015685,NIDAZ 500 MG 4 TABLETAS ICOM,1,,visible,,,,,,,1,3,,,,,,,,,,,15000.00,,,,,,,,,,,,,,,,,
,simple,200003433,CREMA PONDS C EXTRACTO DE PEPINO 100 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,19900.00,,,,,,,,,,,,,,,,,
,simple,G200003433,CREMA PONDS C EXTRACTO DE PEPINO 100 GR,1,,visible,,,,,,,1,1,,,,,,,,,,,14500.00,,,,,,,,,,,,,,,,,
,simple,7702026182335,TOA.NOSOTRAS INVI.CLAS.MULT.10+2 TOA OF.,1,,visible,,,,,,,1,10,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,
,simple,7702090029864,JUGO HIT 500 ML ,1,,visible,,,,,,,1,21,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,200039911,CRE DEN FLUOCA MULT FRE MAX 67GR+CEP P.E,1,,visible,,,,,,,1,10,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,simple,7702560041792,CRE DEN FLUOCA MULT FRE MAX 67GR+CEP P.E,1,,visible,,,,,,,1,2,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,variable,7702184580226,VITAMINA C   MAST144 TBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702184580226-Caja,VITAMINA C   MAST144 TBS - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,39800.00,,,,,,,7702184580226,,,,,,1,Presentacion,Caja,,
,variation,7702184580226-Blister,VITAMINA C   MAST144 TBS - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,4000.00,,,,,,,7702184580226,,,,,,1,Presentacion,Blister,,
,variable,77,PALETA ALOHA  65GR X 20,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,77-Caja,PALETA ALOHA  65GR X 20 - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,20000.00,,,,,,,77,,,,,,1,Presentacion,Caja,,
,variation,77-Unidad,PALETA ALOHA  65GR X 20 - Unidad,1,,visible,,,,,,,1,30,,,,,,,,,,,1200.00,,,,,,,77,,,,,,1,Presentacion,Unidad,,
,simple,100016522,MIGRINON 100 TBS (T),1,,visible,,,,,,,1,19,,,,,,,,,,,4500.00,,,,,,,,,,,,,,,,,
,simple,100023352,ALCOHOL ANTISEP.ALCOPY 700 ML SPRAY,1,,visible,,,,,,,1,16,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,variable,1010504,PALETA FRUTI FRUTA,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1010504-Caja,PALETA FRUTI FRUTA - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,25800.00,,,,,,,1010504,,,,,,1,Presentacion,Caja,,
,variation,1010504-Unidad,PALETA FRUTI FRUTA - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1800.00,,,,,,,1010504,,,,,,1,Presentacion,Unidad,,
,simple,7707194531336,LIMA MASGLO ,1,,visible,,,,,,,1,53,,,,,,,,,,,700.00,,,,,,,,,,,,,,,,,
,variable,200014444,BURBUJAS DE CHOCOLATE BOLSA 12 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200014444-Caja,BURBUJAS DE CHOCOLATE BOLSA 12 UDS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,6000.00,,,,,,,200014444,,,,,,1,Presentacion,Caja,,
,variation,200014444-Unidad,BURBUJAS DE CHOCOLATE BOLSA 12 UDS - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,500.00,,,,,,,200014444,,,,,,1,Presentacion,Unidad,,
,simple,7702007046144,BURBUJAS DE CHOCOLATE BOLSA 12 UDS,1,,visible,,,,,,,1,6,,,,,,,,,,,600.00,,,,,,,,,,,,,,,,,
,simple,100001446,VITAMINA B12 1 ML 25 AMPOLLAS EC,1,,visible,,,,,,,1,21,,,,,,,,,,,4000.00,,,,,,,,,,,,,,,,,
,simple,C100001446,VITAMINA B12 1 ML 25 AMPOLLAS EC,1,,visible,,,,,,,1,16,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,100003902,FLUOXETINA 20 MG 10 CAPSULAS AG,1,,visible,,,,,,,1,5,,,,,,,,,,,4900.00,,,,,,,,,,,,,,,,,
,simple,C100003902,FLUOXETINA 20 MG 10 CAPSULAS AG,1,,visible,,,,,,,1,1,,,,,,,,,,,4500.00,,,,,,,,,,,,,,,,,
,simple,100017376,ENTEROLYTE CEREZA 400 ML SUERO ORAL,1,,visible,,,,,,,1,3,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,variable,100020584,HIDROLAN 25 MG 20 TABLETAS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100020584-Caja,HIDROLAN 25 MG 20 TABLETAS ICOM - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,12900.00,,,,,,,100020584,,,,,,1,Presentacion,Caja,,
,variation,100020584-Unidad,HIDROLAN 25 MG 20 TABLETAS ICOM - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,8000.00,,,,,,,100020584,,,,,,1,Presentacion,Unidad,,
,simple,100001727,GENTAMICINA 160 MG AMPOLLA GF,1,,visible,,,,,,,1,5,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,simple,C100001727,GENTAMICINA 160 MG AMPOLLA GF,1,,visible,,,,,,,1,7,,,,,,,,,,,4800.00,,,,,,,,,,,,,,,,,
,simple,100014683,COLCHICINA 0.5 MG 40 TABLETAS EX,1,,visible,,,,,,,1,1,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,variable,7702011004109,CHOCOBREAK  COOKIES 70 UNI,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702011004109-Caja,CHOCOBREAK  COOKIES 70 UNI - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,13900.00,,,,,,,7702011004109,,,,,,1,Presentacion,Caja,,
,variation,7702011004109-Unidad,CHOCOBREAK  COOKIES 70 UNI - Unidad,1,,visible,,,,,,,1,47,,,,,,,,,,,200.00,,,,,,,7702011004109,,,,,,1,Presentacion,Unidad,,
,simple,100022706,ECLOSYNT 250 MCG INHALADOR 200 DOSIS,1,,visible,,,,,,,1,2,,,,,,,,,,,28800.00,,,,,,,,,,,,,,,,,
,simple,200016581,DEXEX LUBRICADO 3 UDS ICOM,1,,visible,,,,,,,1,7,,,,,,,,,,,6000.00,,,,,,,,,,,,,,,,,
,simple,C200016581,DEXEX LUBRICADO 3 UDS ICOM,1,,visible,,,,,,,1,3,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,simple,G200016581,DEXEX LUBRICADO 3 UDS ICOM,1,,visible,,,,,,,1,3,,,,,,,,,,,5500.00,,,,,,,,,,,,,,,,,
,simple,100020310,DICLOFENACO 1% GEL 50 GR IC (T) MQ (RF),1,,visible,,,,,,,1,10,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,simple,200022692,ENJ.COLGATE PERIOGARD SIN ALCOHOL 250 ML,1,,visible,,,,,,,1,4,,,,,,,,,,,21900.00,,,,,,,,,,,,,,,,,
,simple,G200022692,ENJ.COLGATE PERIOGARD SIN ALCOHOL 250 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,21900.00,,,,,,,,,,,,,,,,,
,simple,100004805,B VIT PLUS 6 AMPOLLAS,1,,visible,,,,,,,1,1,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,simple,7707145301230,ACIDO BORICO 100 G DISANFER,1,,visible,,,,,,,1,2,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,100007897,ALSUCRAL 1 GR 20 TABLETAS,1,,visible,,,,,,,1,2,,,,,,,,,,,25900.00,,,,,,,,,,,,,,,,,
,simple,200035039,CHOCOBREAK 70 UNIDADES,1,,visible,,,,,,,1,62,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,
,simple,200006350,CEP.PRO 425 SUAVE DELUXE,1,,visible,,,,,,,1,14,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,200038040,CRE.COLGATE NAT.EXTRACTS CITRUS EUCA.90G,1,,visible,,,,,,,1,1,,,,,,,,,,,8500.00,,,,,,,,,,,,,,,,,
,simple,7702771094112,DELTAFLUORENE 20 TABLETAS,1,,visible,,,,,,,1,1,,,,,,,,,,,33000.00,,,,,,,,,,,,,,,,,
,simple,7702560043840,CRE DEN FLUOC KIDS SIN FLUOR RATON 96 GR,1,,visible,,,,,,,1,1,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,variable,100022867,DOLEX FORTE NF 48 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100022867-Caja,DOLEX FORTE NF 48 TABLETAS - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,52000.00,,,,,,,100022867,,,,,,1,Presentacion,Caja,,
,variation,100022867-Unidad,DOLEX FORTE NF 48 TABLETAS - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,1200.00,,,,,,,100022867,,,,,,1,Presentacion,Unidad,,
,simple,C100024280,DRAMAMINE 50 MG 24 TABLETAS ,1,,visible,,,,,,,1,1,,,,,,,,,,,4900.00,,,,,,,,,,,,,,,,,
,variable,7702011090546,PALETA TENTAZIONE  X 12 UNI,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702011090546-Caja,PALETA TENTAZIONE  X 12 UNI - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,36000.00,,,,,,,7702011090546,,,,,,1,Presentacion,Caja,,
,variation,7702011090546-Unidad,PALETA TENTAZIONE  X 12 UNI - Unidad,1,,visible,,,,,,,1,10,,,,,,,,,,,3000.00,,,,,,,7702011090546,,,,,,1,Presentacion,Unidad,,
,simple,1,SOBRES SHAMPOO,1,,visible,,,,,,,1,99,,,,,,,,,,,700.00,,,,,,,,,,,,,,,,,
,simple,100021491,MIELTERTOS GRIPA NOCHE PANE.LIMON 24 SBS,1,,visible,,,,,,,1,21,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,variable,100004183,NEUROBION 3 AMPOLLAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100004183-Caja,NEUROBION 3 AMPOLLAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,36900.00,,,,,,,100004183,,,,,,1,Presentacion,Caja,,
,variation,100004183-Unidad,NEUROBION 3 AMPOLLAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,13500.00,,,,,,,100004183,,,,,,1,Presentacion,Unidad,,
,variable,79,PALETA PASSION ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,79-Caja,PALETA PASSION  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,28000.00,,,,,,,79,,,,,,1,Presentacion,Caja,,
,variation,79-Unidad,PALETA PASSION  - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,2400.00,,,,,,,79,,,,,,1,Presentacion,Unidad,,
,simple,200006712,IGORA VITAL SURTIDO,1,,visible,,,,,,,1,16,,,,,,,,,,,21800.00,,,,,,,,,,,,,,,,,
,variable,200016463,MAQ.PRESTOBARBA GILLETTE 3 10 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200016463-Caja,MAQ.PRESTOBARBA GILLETTE 3 10 UDS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,37800.00,,,,,,,200016463,,,,,,1,Presentacion,Caja,,
,variation,200016463-Unidad,MAQ.PRESTOBARBA GILLETTE 3 10 UDS - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,3900.00,,,,,,,200016463,,,,,,1,Presentacion,Unidad,,
,simple,C200016463,MAQ.PRESTOBARBA GILLETTE 3 10 UDS,1,,visible,,,,,,,1,8,,,,,,,,,,,4000.00,,,,,,,,,,,,,,,,,
,simple,100005991,UNGUENTO MENTOL # 2 20 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,100021490,MIELTERTOS GRIPA DIA PANELA NARAN.24 SBS,1,,visible,,,,,,,1,18,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,simple,200036058,2 ACID MANTLE N LOCION 120 ML P.E,1,,visible,,,,,,,1,2,,,,,,,,,,,27500.00,,,,,,,,,,,,,,,,,
,simple,100012734,FLUOXETINA 20 MG 30 CAPSULAS AG,1,,visible,,,,,,,1,4,,,,,,,,,,,19000.00,,,,,,,,,,,,,,,,,
,simple,C100012734,FLUOXETINA 20 MG 30 CAPSULAS AG,1,,visible,,,,,,,1,2,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,simple,7702001086498,BONYURT  173 G ,1,,visible,,,,,,,1,3,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,simple,100005464,YASMIN 21 COMPRIMIDOS (M),1,,visible,,,,,,,1,2,,,,,,,,,,,26900.00,,,,,,,,,,,,,,,,,
,simple,C100005464,YASMIN 21 COMPRIMIDOS (M),1,,visible,,,,,,,1,1,,,,,,,,,,,26500.00,,,,,,,,,,,,,,,,,
,simple,200004103,PROT.LABIAL CHAPSTICK MEDICADO,1,,visible,,,,,,,1,5,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,simple,C200004103,PROT.LABIAL CHAPSTICK MEDICADO,1,,visible,,,,,,,1,8,,,,,,,,,,,13500.00,,,,,,,,,,,,,,,,,
,simple,7702011092953,CONO MEGA CHOCOMAN X 20 UNDI,1,,visible,,,,,,,1,2,,,,,,,,,,,1800.00,,,,,,,,,,,,,,,,,
,variable,7702011091284,HELADO ARTESANAL   X 20 UND COLOMBINA,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702011091284-Caja,HELADO ARTESANAL   X 20 UND COLOMBINA - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,30000.00,,,,,,,7702011091284,,,,,,1,Presentacion,Caja,,
,variation,7702011091284-Unidad,HELADO ARTESANAL   X 20 UND COLOMBINA - Unidad,1,,visible,,,,,,,1,7,,,,,,,,,,,1700.00,,,,,,,7702011091284,,,,,,1,Presentacion,Unidad,,
,simple,7707200908015,MICROPORE C.PIEL LINHOS 1/2X3  IC,1,,visible,,,,,,,1,11,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,736085410907,SPLASHTEARS 15 ML  ,1,,visible,,,,,,,1,13,,,,,,,,,,,23500.00,,,,,,,,,,,,,,,,,
,simple,G736085410907,SPLASHTEARS 15 ML ,1,,visible,,,,,,,1,8,,,,,,,,,,,11900.00,,,,,,,,,,,,,,,,,
,simple,100016560,ADVIL ULTRA 20 CAPSULAS,1,,visible,,,,,,,1,2,,,,,,,,,,,24800.00,,,,,,,,,,,,,,,,,
,variable,200031730,MAQ.PRESTOBARBA GILLETTE 3 SEN.CAR.10UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200031730-Caja,MAQ.PRESTOBARBA GILLETTE 3 SEN.CAR.10UDS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,40000.00,,,,,,,200031730,,,,,,1,Presentacion,Caja,,
,variation,200031730-Unidad,MAQ.PRESTOBARBA GILLETTE 3 SEN.CAR.10UDS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,4000.00,,,,,,,200031730,,,,,,1,Presentacion,Unidad,,
,simple,7702007037197,JUMBO MINI 18 G,1,,visible,,,,,,,1,14,,,,,,,,,,,600.00,,,,,,,,,,,,,,,,,
,simple,100005434,MESIGYNA INSTAYECT 1 ML AMPOLLA,1,,visible,,,,,,,1,10,,,,,,,,,,,16900.00,,,,,,,,,,,,,,,,,
,simple,7702011090478,CONO NUCITA 90 G X 20 UND ,1,,visible,,,,,,,1,13,,,,,,,,,,,1200.00,,,,,,,,,,,,,,,,,
,simple,100025004,GENOPRAZOL 20 MG 14 CAPSULAS,1,,visible,,,,,,,1,1,,,,,,,,,,,17900.00,,,,,,,,,,,,,,,,,
,simple,200018642,HILO DENTAL COLGATE MENTA 50 MTS,1,,visible,,,,,,,1,1,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,7707288820230,BISACODILO 5 MG X 10 TAB ,1,,visible,,,,,,,1,2,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,simple,7707200908008,DEXEX RETARDANTE 3 UDS ICOM,1,,visible,,,,,,,1,7,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,100022133,HIDRASOL 60 ZINC MANZ.500ML SU.ORAL ICOM,1,,visible,,,,,,,1,2,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,7706263000070,NUCTIS D VITAMINA D GOTAS 10 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,33500.00,,,,,,,,,,,,,,,,,
,simple,100012433,APETINAT JARABE 120 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,24900.00,,,,,,,,,,,,,,,,,
,simple,100000483,BAYCUTEN N CREMA 35 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,36900.00,,,,,,,,,,,,,,,,,
,simple,100014666,NIMODIPINO 30 MG 30TABLETAS  EX,1,,visible,,,,,,,1,2,,,,,,,,,,,16800.00,,,,,,,,,,,,,,,,,
,simple,7702149093662,PALETA BBB FRESA 80 G X20 UND,1,,visible,,,,,,,1,12,,,,,,,,,,,1200.00,,,,,,,,,,,,,,,,,
,simple,7706127001489,ETORICOXIB 60 MG 14 TABLETAS MOMENTA,1,,visible,,,,,,,1,7,,,,,,,,,,,27900.00,,,,,,,,,,,,,,,,,
,variable,100007750,BUSCAPINA 20 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100007750-Caja,BUSCAPINA 20 TABLETAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,23900.00,,,,,,,100007750,,,,,,1,Presentacion,Caja,,
,variation,100007750-Unidad,BUSCAPINA 20 TABLETAS - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,1400.00,,,,,,,100007750,,,,,,1,Presentacion,Unidad,,
,variable,C100007750,BUSCAPINA 20 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100007750-Caja,BUSCAPINA 20 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,24500.00,,,,,,,C100007750,,,,,,1,Presentacion,Caja,,
,variation,C100007750-Blister,BUSCAPINA 20 TABLETAS - Blister,1,,visible,,,,,,,1,8,,,,,,,,,,,12500.00,,,,,,,C100007750,,,,,,1,Presentacion,Blister,,
,variation,C100007750-Unidad,BUSCAPINA 20 TABLETAS - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,800.00,,,,,,,C100007750,,,,,,1,Presentacion,Unidad,,
,variable,100010556,PREDNISONA 50 MG 100 TBS MK  (A),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100010556-Caja,PREDNISONA 50 MG 100 TBS MK  (A) - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,2001000.00,,,,,,,100010556,,,,,,1,Presentacion,Caja,,
,variation,100010556-Blister,PREDNISONA 50 MG 100 TBS MK  (A) - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,21000.00,,,,,,,100010556,,,,,,1,Presentacion,Blister,,
,variable,100017648,GAVISCON SUSPENSION MENTA 10 ML X 12 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100017648-Caja,GAVISCON SUSPENSION MENTA 10 ML X 12 UDS - Caja,1,,visible,,,,,,,1,6,,,,,,,,,,,20000.00,,,,,,,100017648,,,,,,1,Presentacion,Caja,,
,variation,100017648-Unidad,GAVISCON SUSPENSION MENTA 10 ML X 12 UDS - Unidad,1,,visible,,,,,,,1,7,,,,,,,,,,,1800.00,,,,,,,100017648,,,,,,1,Presentacion,Unidad,,
,simple,7702914114004,CHOCORRAMO 70 G,1,,visible,,,,,,,1,8,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,simple,100006021,ZOL 10 MG 10 TABLETAS MK,1,,visible,,,,,,,1,10,,,,,,,,,,,29900.00,,,,,,,,,,,,,,,,,
